id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
435,5.099999905,0.300000012,0.300000012,2.299999952,0.048,40,150,0.989440024,3.289999962,0.460000008,12.19999981,white,6
436,6.699999809,0.409999996,0.01,2.799999952,0.048,39,137,0.994199991,3.24000001,0.349999994,9.5,white,5
450,6.699999809,0.200000003,0.409999996,9.100000381,0.044,50,166,0.995400012,3.140000105,0.579999983,9.800000191,white,6
451,5.699999809,0.219999999,0.280000001,1.299999952,0.027000001,26,101,0.989480019,3.349999905,0.379999995,12.5,white,7
452,7.099999905,0.200000003,0.300000012,0.899999976,0.018999999,4,28,0.989310026,3.200000048,0.360000014,12,white,6
464,9.100000381,0.764999986,0.039999999,1.600000024,0.078000002,4,14,0.998000026,3.289999962,0.540000021,9.699999809,red,4
472,6.300000191,0.25999999,0.419999987,7.099999905,0.045000002,62,209,0.995440006,3.200000048,0.529999971,9.5,white,6
475,6.800000191,0.150000006,0.330000013,4.699999809,0.059,31,118,0.995599985,3.430000067,0.389999986,9,white,7
477,6.400000095,0.360000014,0.529999971,2.200000048,0.230000004,19,35,0.993399978,3.369999886,0.930000007,12.39999962,red,6
479,6.099999905,0.400000006,0.310000002,0.899999976,0.048,23,170,0.992999971,3.220000029,0.769999981,9.5,white,6
480,7.400000095,0.785000026,0.189999998,5.199999809,0.093999997,19,98,0.997129977,3.160000086,0.519999981,9.600000381,red,6
484,8,0.239999995,0.360000014,1.5,0.046999998,17,129,0.994799972,3.200000048,0.540000021,10,white,6
495,7.199999809,0.670000017,0,2.200000048,0.068000004,10,24,0.995599985,3.420000076,0.720000029,11.10000038,red,6
507,6.900000095,0.180000007,0.360000014,1.299999952,0.035999998,40,117,0.993399978,3.269999981,0.949999988,9.5,white,7
512,7.900000095,0.289999992,0.360000014,11.10000038,0.033,43,208,0.996900022,3.140000105,0.460000008,10.30000019,white,5
521,9.199999809,0.219999999,0.400000006,2.400000095,0.054000001,18,151,0.995199978,3.039999962,0.460000008,9.300000191,white,4
523,6,0.340000004,0.660000026,15.89999962,0.046,26,164,0.997900009,3.140000105,0.5,8.800000191,white,6
540,11.60000038,0.469999999,0.439999998,1.600000024,0.147,36,51,0.998359978,3.380000114,0.860000014,9.899999619,red,4
543,7,0.159999996,0.319999993,8.300000191,0.045000002,38,126,0.995800018,3.210000038,0.340000004,9.199999809,white,5
559,9.800000191,0.449999988,0.379999995,2.5,0.081,34,66,0.997259974,3.150000095,0.579999983,9.800000191,red,5
585,5.699999809,0.360000014,0.209999993,6.699999809,0.037999999,51,166,0.994099975,3.289999962,0.629999995,10,white,6
592,7,0.310000002,0.289999992,1.399999976,0.037,33,128,0.989600003,3.119999886,0.360000014,12.19999981,white,7
610,6.900000095,0.25,0.25999999,5.199999809,0.024,36,135,0.994799972,3.160000086,0.720000029,10.69999981,white,7
616,6.400000095,0.330000013,0.310000002,5.5,0.048,42,173,0.995100021,3.190000057,0.660000026,9.300000191,white,6
620,5.199999809,0.49000001,0.25999999,2.299999952,0.090000004,23,74,0.995299995,3.710000038,0.620000005,12.19999981,red,6
629,7.900000095,0.25999999,0.409999996,15.14999962,0.039999999,38,216,0.997600019,2.960000038,0.600000024,10,white,6
632,7.599999905,0.270000011,0.289999992,2.5,0.059,37,115,0.993279994,3.089999914,0.370000005,9.800000191,white,5
640,7.099999905,0.25999999,0.289999992,12.39999962,0.044,62,240,0.996900022,3.039999962,0.419999987,9.199999809,white,6
644,8.399999619,0.370000005,0.529999971,1.799999952,0.412999988,9,26,0.997900009,3.059999943,1.059999943,9.100000381,red,6
650,8.300000191,0.140000001,0.340000004,1.100000024,0.041999999,7,47,0.993399978,3.470000029,0.400000006,10.19999981,white,6
662,7.400000095,0.360000014,0.340000004,1.799999952,0.075000003,18,38,0.993300021,3.380000114,0.879999995,13.60000038,red,7
664,7.300000191,0.300000012,0.74000001,13.5,0.039000001,46,165,0.998199999,3.019999981,0.400000006,8.699999809,white,5
683,8.300000191,0.25999999,0.370000005,1.399999976,0.075999998,8,23,0.997399986,3.25999999,0.699999988,9.600000381,red,6
686,5.800000191,0.300000012,0.379999995,4.900000095,0.039000001,22,86,0.989629984,3.230000019,0.579999983,13.10000038,white,7
687,7.400000095,0.319999993,0.219999999,1.700000048,0.050999999,50,179,0.995500028,3.279999971,0.689999998,8.899999619,white,5
702,6.400000095,0.219999999,0.340000004,1.399999976,0.023,56,115,0.989579976,3.180000067,0.699999988,11.69999981,white,6
708,7.099999905,0.209999993,0.319999993,2.200000048,0.037,28,141,0.992999971,3.200000048,0.569999993,10,white,7
717,6.800000191,0.25999999,0.289999992,16.95000076,0.056000002,48,179,0.999800026,3.450000048,0.400000006,9.600000381,white,5
729,7.099999905,0.270000011,0.270000011,10.39999962,0.041000001,26,114,0.993350029,3.039999962,0.519999981,11.5,white,7
731,6.400000095,0.180000007,0.74000001,11.89999962,0.046,54,168,0.997799993,3.579999924,0.680000007,10.10000038,white,5
732,6.599999905,0.280000001,0.409999996,7,0.046,59,194,0.995580018,3.140000105,0.479999989,9.399999619,white,5
734,6.699999809,0.330000013,0.340000004,6.599999905,0.067000002,35,156,0.995419979,3.109999895,0.479999989,9.300000191,white,6
742,8,0.5,0.389999986,2.599999905,0.082000002,12,46,0.99849999,3.430000067,0.620000005,10.69999981,red,6
743,6.199999809,0.270000011,0.430000007,7.800000191,0.056000002,48,244,0.995599985,3.099999905,0.50999999,9,white,6
749,5.900000095,0.189999998,0.209999993,1.700000048,0.045000002,57,135,0.993409991,3.319999933,0.439999998,9.5,white,5
754,7.800000191,0.25,0.370000005,1,0.043000001,10,80,0.991280019,3.079999924,0.379999995,11.39999962,white,5
758,5.900000095,0.400000006,0.319999993,6,0.034000002,50,127,0.991999984,3.50999999,0.579999983,12.5,white,7
759,12.5,0.370000005,0.550000012,2.599999905,0.082999997,25,68,0.999499977,3.150000095,0.819999993,10.39999962,red,6
766,7.5,0.270000011,0.360000014,7,0.035999998,45,164,0.993900001,3.029999971,0.330000013,11,white,5
775,5.599999905,0.254999995,0.569999993,10.69999981,0.056000002,66,171,0.994639993,3.25,0.610000014,10.39999962,white,7
782,6.400000095,0.670000017,0.079999998,2.099999905,0.045000002,19,48,0.994899988,3.49000001,0.49000001,11.39999962,red,6
786,7.099999905,0.370000005,0.319999993,1.399999976,0.037,27,126,0.99180001,3.190000057,0.620000005,12,white,5
804,8.800000191,0.330000013,0.439999998,6.349999905,0.024,9,87,0.991699994,2.960000038,0.400000006,12.60000038,white,7
817,10.39999962,0.409999996,0.550000012,3.200000048,0.075999998,22,54,0.999599993,3.150000095,0.889999986,9.899999619,red,6
822,6.699999809,0.855000019,0.02,1.899999976,0.064000003,29,38,0.994719982,3.299999952,0.560000002,10.75,red,6
825,9.199999809,0.280000001,0.49000001,11.80000019,0.041999999,29,137,0.998000026,3.099999905,0.340000004,10.10000038,white,4
828,7.599999905,1.580000043,0,2.099999905,0.136999995,5,9,0.994759977,3.5,0.400000006,10.89999962,red,3
841,7.900000095,0.439999998,0.370000005,5.849999905,0.033,27,93,0.991999984,3.160000086,0.540000021,12.60000038,white,7
848,8.199999809,0.330000013,0.389999986,2.5,0.074000001,29,48,0.995280027,3.319999933,0.879999995,12.39999962,red,7
852,6.5,0.529999971,0.059999999,2,0.063000001,29,44,0.994889975,3.380000114,0.829999983,10.30000019,red,6
856,7.099999905,0.219999999,0.49000001,1.799999952,0.039000001,8,18,0.993439972,3.390000105,0.560000002,12.39999962,red,6
865,6.400000095,0.239999995,0.289999992,1,0.037999999,18,122,0.99059999,3.299999952,0.419999987,11.5,white,5
867,7.599999905,0.280000001,0.49000001,20.14999962,0.059999999,30,145,1.001960039,3.00999999,0.439999998,8.5,white,5
874,8.300000191,0.330000013,0.419999987,1.149999976,0.033,18,96,0.991100013,3.200000048,0.319999993,12.39999962,white,3
911,7.699999809,0.230000004,0.370000005,1.799999952,0.046,23,60,0.997099996,3.410000086,0.709999979,12.10000038,red,6
950,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
961,6.900000095,0.219999999,0.319999993,9.300000191,0.039999999,22,110,0.995800018,3.339999914,0.540000021,10.69999981,white,7
963,7.099999905,0.25,0.389999986,2.099999905,0.035999998,30,124,0.990800023,3.279999971,0.430000007,12.19999981,white,8
964,9.399999619,0.300000012,0.560000002,2.799999952,0.079999998,6,17,0.996399999,3.150000095,0.920000017,11.69999981,red,8
965,6.699999809,0.239999995,0.409999996,9.399999619,0.039999999,49,166,0.995400012,3.119999886,0.610000014,9.899999619,white,6
969,6.900000095,0.280000001,0.400000006,8.199999809,0.035999998,15,95,0.994400024,3.170000076,0.330000013,10.19999981,white,5
974,7.599999905,0.360000014,0.49000001,11.30000019,0.046,87,221,0.998399973,3.00999999,0.430000007,9.199999809,white,5
975,7,0.239999995,0.319999993,1.299999952,0.037,39,123,0.991999984,3.170000076,0.419999987,11.19999981,white,8
980,8.800000191,0.270000011,0.25,5,0.024,52,99,0.992500007,2.869999886,0.49000001,11.39999962,white,5
982,9,0.379999995,0.529999971,2.099999905,0.101999998,19,76,0.990010023,2.930000067,0.569999993,12.89999962,white,5
987,6.5,0.529999971,0.059999999,2,0.063000001,29,44,0.994889975,3.380000114,0.829999983,10.30000019,red,6
1004,6.800000191,0.289999992,0.560000002,11.89999962,0.043000001,66,230,0.997200012,3.019999981,0.629999995,9.300000191,white,5
1018,7.099999905,0.720000029,0,1.799999952,0.123000003,6,14,0.996270001,3.450000048,0.579999983,9.800000191,red,5
1038,6.599999905,0.150000006,0.340000004,5.099999905,0.055,34,125,0.994199991,3.359999895,0.419999987,9.600000381,white,5
1040,11.69999981,0.449999988,0.629999995,2.200000048,0.072999999,7,23,0.999740005,3.210000038,0.689999998,10.89999962,red,6
1045,5.599999905,0.159999996,0.270000011,1.399999976,0.044,53,168,0.99180001,3.279999971,0.370000005,10.10000038,white,6
1047,5.599999905,0.389999986,0.239999995,4.699999809,0.034000002,27,77,0.99059999,3.279999971,0.360000014,12.69999981,white,5
1051,7.199999809,0.230000004,0.379999995,14.30000019,0.057999998,55,194,0.997900009,3.089999914,0.439999998,9,white,6
1053,9.899999619,0.5,0.239999995,2.299999952,0.103,6,14,0.997799993,3.339999914,0.519999981,10,red,4
1056,8,0.769999981,0.319999993,2.099999905,0.079000004,16,74,0.996559978,3.269999981,0.5,9.800000191,red,6
1070,10.30000019,0.5,0.419999987,2,0.068999998,21,51,0.998199999,3.160000086,0.720000029,11.5,red,6
1074,6.900000095,0.319999993,0.300000012,1.799999952,0.035999998,28,117,0.992690027,3.24000001,0.479999989,11,white,6
1076,8.100000381,0.200000003,0.400000006,2,0.037,19,87,0.9921,3.119999886,0.540000021,11.19999981,white,6
1094,7.5,0.230000004,0.360000014,7,0.035999998,43,161,0.993799984,3.039999962,0.319999993,11,white,5
1095,8.699999809,0.819999993,0.02,1.200000048,0.07,36,48,0.995199978,3.200000048,0.579999983,9.800000191,red,5
1114,7.800000191,0.289999992,0.360000014,7,0.041999999,38,161,0.994099975,3.25999999,0.370000005,11.19999981,white,8
1127,7.5,0.519999981,0.400000006,2.200000048,0.059999999,12,20,0.994740009,3.25999999,0.639999986,11.80000019,red,6
1135,5.800000191,0.25999999,0.239999995,9.199999809,0.044,55,152,0.996100008,3.309999943,0.379999995,9.399999619,white,5
1137,6.300000191,0.50999999,0.129999995,2.299999952,0.075999998,29,40,0.995739996,3.420000076,0.75,11,red,6
1141,7,0.230000004,0.400000006,1.600000024,0.063000001,21,67,0.995199978,3.5,0.629999995,11.10000038,red,5
1143,6.300000191,0.409999996,0.219999999,7.300000191,0.035,23,117,0.991720021,3.200000048,0.389999986,11.93999958,white,7
1163,6.800000191,0.280000001,0.400000006,22,0.048,48,167,1.001000047,2.930000067,0.5,8.699999809,white,5
1173,9.600000381,0.680000007,0.239999995,2.200000048,0.086999997,5,28,0.99879998,3.140000105,0.600000024,10.19999981,red,5
1184,6.400000095,0.289999992,0.439999998,3.599999905,0.200000003,75,181,0.994199991,3.019999981,0.409999996,9.100000381,white,5
1191,6.400000095,0.239999995,0.319999993,0.949999988,0.041000001,23,131,0.990329981,3.25,0.349999994,11.80000019,white,5
1192,6,0.50999999,0,2.099999905,0.064000003,40,54,0.995000005,3.539999962,0.930000007,10.69999981,red,6
1207,7,0.360000014,0.349999994,2.5,0.048,67,161,0.991460025,3.049999952,0.560000002,11.10000038,white,6
1214,6.800000191,0.810000002,0.050000001,2,0.07,6,14,0.995620012,3.50999999,0.660000026,10.80000019,red,6
1219,7.599999905,0.180000007,0.460000008,10.19999981,0.055,58,135,0.996800005,3.140000105,0.430000007,9.899999619,white,6
1221,8.199999809,0.289999992,0.330000013,9.100000381,0.035999998,28,118,0.995299995,2.960000038,0.400000006,10.89999962,white,7
1227,6.300000191,0.230000004,0.300000012,1.799999952,0.033,16,91,0.99059999,3.279999971,0.400000006,11.80000019,white,6
1246,7.400000095,0.74000001,0.07,1.700000048,0.086000003,15,48,0.995019972,3.119999886,0.479999989,10,red,5
1247,5.599999905,0.310000002,0.779999971,13.89999962,0.074000001,23,92,0.996770024,3.390000105,0.479999989,10.5,red,6
1248,5.800000191,0.239999995,0.280000001,1.399999976,0.037999999,40,76,0.987110019,3.099999905,0.289999992,13.89999962,white,7
1257,7.199999809,0.25,0.370000005,2.5,0.063000001,11,41,0.994390011,3.519999981,0.800000012,12.39999962,red,7
1258,6.599999905,0.239999995,0.330000013,10.10000038,0.032000002,8,81,0.996259987,3.190000057,0.50999999,9.800000191,white,6
1268,5.900000095,0.219999999,0.289999992,4.199999809,0.037,69,144,0.992139995,3.130000114,0.74000001,10.80000019,white,7
1270,7.5,0.150000006,0.379999995,1.799999952,0.054000001,19,101,0.994599998,3.24000001,0.439999998,10,white,5
1279,7.5,0.330000013,0.389999986,12.39999962,0.064999998,29,119,0.997399986,3.160000086,0.389999986,9.399999619,white,5
1282,6.599999905,0.280000001,0.419999987,8.199999809,0.044,60,196,0.995620012,3.140000105,0.479999989,9.399999619,white,5
1286,6.400000095,0.129999995,0.469999999,1.600000024,0.092,40,158,0.992799997,3.210000038,0.360000014,9.800000191,white,6
1300,6.900000095,0.629999995,0.01,2.400000095,0.075999998,14,39,0.995220006,3.339999914,0.529999971,10.80000019,red,6
1304,6.300000191,0.319999993,0.319999993,1.5,0.029999999,24,101,0.989229977,3.210000038,0.419999987,13,white,5
1307,8.5,0.209999993,0.409999996,4.300000191,0.035999998,24,99,0.994700015,3.180000067,0.529999971,9.699999809,white,6
1314,6.099999905,0.330000013,0.319999993,7.800000191,0.052000001,52,183,0.996569991,3.390000105,0.649999976,9.5,white,5
1329,7.199999809,0.219999999,0.239999995,1.399999976,0.041000001,17,159,0.991959989,3.25,0.529999971,11.19999981,white,6
1334,6.900000095,0.115000002,0.349999994,5.400000095,0.048,36,108,0.993900001,3.319999933,0.419999987,10.19999981,white,6
1346,7.900000095,0.159999996,0.300000012,4.800000191,0.037,37,171,0.996699989,3.470000029,0.439999998,9,white,4
1352,8.199999809,0.915000021,0.270000011,2.099999905,0.088,7,23,0.996200025,3.25999999,0.469999999,10,red,4
1356,7.199999809,0.529999971,0.129999995,2,0.057999998,18,22,0.995729983,3.210000038,0.680000007,9.899999619,red,6
1366,6.800000191,0.280000001,0.439999998,9.300000191,0.030999999,35,137,0.994599998,3.160000086,0.360000014,10.39999962,white,6
1369,6.599999905,0.219999999,0.349999994,1.399999976,0.050000001,23,83,0.990190029,3.170000076,0.479999989,12,white,7
1404,8.600000381,0.63499999,0.680000007,1.799999952,0.402999997,19,56,0.996320009,3.019999981,1.149999976,9.300000191,red,5
1406,7.099999905,0.230000004,0.349999994,16.5,0.039999999,60,171,0.999000013,3.160000086,0.589999974,9.100000381,white,6
1411,9.100000381,0.400000006,0.5,1.799999952,0.071000002,7,16,0.994620025,3.210000038,0.689999998,12.5,red,8
1422,6.5,0.25,0.5,7.599999905,0.046999998,54,184,0.995720029,3.170000076,0.449999988,9.199999809,white,5
1423,7.199999809,0.660000026,0.330000013,2.5,0.068000004,34,102,0.994140029,3.269999981,0.779999971,12.80000019,red,6
1431,8.399999619,0.170000002,0.310000002,6.699999809,0.037999999,29,132,0.994499981,3.099999905,0.319999993,10.60000038,white,7
1474,6.800000191,0.25,0.340000004,4.699999809,0.030999999,34,134,0.992699981,3.210000038,0.379999995,10.60000038,white,6
1485,6.599999905,0.25999999,0.460000008,7.800000191,0.046999998,48,186,0.995800018,3.200000048,0.540000021,9.100000381,white,5
1486,6.099999905,0.310000002,0.370000005,8.399999619,0.030999999,70,170,0.993399978,3.420000076,0.400000006,11.69999981,white,8
1490,6,0.419999987,0.189999998,2,0.075000003,22,47,0.995220006,3.390000105,0.779999971,10,red,6
1496,7.099999905,0.150000006,0.340000004,5.300000191,0.034000002,33,104,0.995299995,3.369999886,0.519999981,9.300000191,white,7
1501,8.199999809,0.239999995,0.340000004,5.099999905,0.061999999,8,22,0.997399986,3.220000029,0.939999998,10.89999962,red,6
1513,6.699999809,0.230000004,0.25999999,1.399999976,0.059999999,33,154,0.993399978,3.24000001,0.560000002,9.5,white,6
1518,6.400000095,0.209999993,0.5,11.60000038,0.041999999,45,153,0.997200012,3.150000095,0.430000007,8.800000191,white,5
1528,6.900000095,0.270000011,0.400000006,14,0.050000001,64,227,0.997900009,3.180000067,0.579999983,9.600000381,white,6
1531,6.300000191,0.495000005,0.219999999,1.799999952,0.046,31,140,0.992900014,3.390000105,0.540000021,10.39999962,white,6
1579,6.300000191,0.289999992,0.289999992,3.299999952,0.037,32,140,0.989499986,3.170000076,0.360000014,12.80000019,white,7
1594,5.800000191,0.25999999,0.180000007,1.200000048,0.030999999,40,114,0.990800023,3.420000076,0.400000006,11,white,7
1606,6.800000191,0.239999995,0.400000006,1.799999952,0.046999998,34,105,0.99000001,3.130000114,0.49000001,12.80000019,white,8
1610,6.199999809,0.270000011,0.319999993,8.800000191,0.046999998,65,224,0.996100008,3.170000076,0.469999999,8.899999619,white,5
1613,6.5,0.519999981,0.170000002,1.399999976,0.046999998,5,26,0.993200004,3.25999999,0.319999993,10,white,4
1631,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
1640,7.5,0.189999998,0.340000004,2.599999905,0.037,33,125,0.992299974,3.099999905,0.49000001,11.10000038,white,7
1642,7.099999905,0.319999993,0.239999995,13.10000038,0.050000001,52,204,0.998000026,3.099999905,0.49000001,8.800000191,white,5
1647,7,0.270000011,0.360000014,20.70000076,0.045000002,45,170,1.001000047,3,0.449999988,8.800000191,white,6
1649,7.300000191,0.49000001,0.319999993,5.199999809,0.043000001,18,104,0.995199978,3.24000001,0.449999988,10.69999981,white,4
1662,7,0.310000002,0.25999999,7.400000095,0.068999998,28,160,0.995400012,3.130000114,0.460000008,9.800000191,white,6
1670,7,0.200000003,0.300000012,6.099999905,0.037,31,120,0.993900001,3.24000001,0.50999999,10.80000019,white,5
1679,7.5,0.579999983,0.200000003,2,0.072999999,34,44,0.994939983,3.099999905,0.430000007,9.300000191,red,5
1680,5.099999905,0.419999987,0,1.799999952,0.044,18,88,0.991569996,3.680000067,0.730000019,13.60000038,red,7
1692,5.199999809,0.200000003,0.270000011,3.200000048,0.046999998,16,93,0.992349982,3.440000057,0.529999971,10.10000038,white,7
1715,8.199999809,0.680000007,0.300000012,2.099999905,0.046999998,17,138,0.995000005,3.220000029,0.709999979,10.80000019,white,4
1716,7,0.569999993,0.100000001,8.300000191,0.093999997,23,188,0.997200012,3.400000095,0.469999999,9.199999809,white,4
1718,6.400000095,0.219999999,0.340000004,1.399999976,0.023,56,115,0.989579976,3.180000067,0.699999988,11.69999981,white,6
1728,7,0.25,0.319999993,9,0.046,56,245,0.995500028,3.25,0.5,10.39999962,white,6
1733,7.300000191,0.409999996,0.239999995,6.800000191,0.057,41,163,0.994899988,3.200000048,0.409999996,9.899999619,white,6
1741,7.800000191,0.699999988,0.059999999,1.899999976,0.079000004,20,35,0.996280015,3.400000095,0.689999998,10.89999962,red,5
1757,8.899999619,0.25999999,0.330000013,8.100000381,0.024,47,202,0.995580018,3.130000114,0.460000008,10.80000019,white,6
