id,quality
1346,5.615378807240537
1773,5.141707674534705
5481,6.220634845086802
5343,5.422960175566949
2537,6.973018550156548
3711,5.858364949519658
1246,4.998277293659243
1867,6.303767195619397
480,4.9691900459603895
2506,5.712822387987172
2613,5.015104334413543
5048,6.442245531195998
3044,5.551387133138773
592,6.146165746571644
3659,5.6353040367803375
3214,5.698355912925766
1960,5.04540773688584
283,6.17371742674028
975,6.121554329022862
1422,5.256473529434871
4642,5.211067498773651
1716,4.7819992597992345
3249,6.200956799482878
6272,6.221494669051607
1928,5.480087229042289
3149,5.046418343891384
2739,6.5922447305727925
4687,6.046984188580638
3907,5.390451876251884
2291,6.60033060963558
1214,5.222582634442029
3774,5.561566192943853
4406,6.896385562913586
4940,6.085364817051456
6222,5.550750938194502
2399,5.490793409133221
1221,5.872886201792891
3452,6.335026087310236
2227,6.283903010017055
2807,5.644040464165031
3994,5.137549252597328
4302,4.838741576194734
629,5.661353895817584
540,4.575153757206184
4792,4.998444454402559
2324,5.908672803856259
4211,6.124495695812552
5007,6.470734970609389
4913,6.167197135094952
4695,5.516932503117154
4170,6.122672611241342
420,5.847327760344599
5013,5.023356505771856
3648,6.513358601292061
1219,5.5476681154953855
1649,5.506890250361675
4745,5.023182814348001
181,4.925664503738653
3256,5.912464715820443
5704,5.9275744038093565
3936,5.495669177227065
4575,5.180791934011157
104,5.977717323021865
3409,6.924394117212944
2156,6.008805946560891
2483,5.527952286311483
4568,5.828746863189424
2278,5.249770987458066
2869,6.378689359683271
4692,5.445033381482741
6139,5.882065734183335
3601,5.232345993377549
1227,6.347463181091076
1518,5.061947311499996
123,5.299819012416933
65,5.100331201308097
2991,5.002405508963984
852,5.701131891133961
4197,6.165246779773663
1728,5.7071676257986494
1300,5.3479321583953405
1018,5.13098496517254
6462,5.197554131951312
841,6.644825822195577
3831,5.607858387231769
86,5.995161274713534
5828,4.951508716136399
4594,6.473410041593063
1352,5.16558540505874
1670,5.449155280637925
5409,6.475520426421589
1406,5.979059192845701
1776,5.159903033676338
196,5.516262200497229
2875,5.251314005509816
1047,5.711298691289455
285,5.392106790724467
115,5.1654201457233775
1958,6.286603321778233
5882,6.212218258945424
6323,5.907780851782176
5268,5.949044305090246
4601,6.145410701329651
4993,5.979412089162459
3706,5.183744369712628
4212,5.348159335805388
397,5.860499496269787
6027,5.687260548947396
507,6.214504986300893
5479,5.332766728185785
4509,6.00811613774331
2315,5.742177113567815
2029,5.243209630182388
3097,5.571705927451034
2231,5.242453818425876
4864,5.351158387005599
2281,5.956381764146063
2609,6.214504986300893
4987,5.746369680588291
1137,5.797614991413625
4083,4.949356865114377
3111,5.222703188899012
964,6.903948739894382
2158,6.045733520613435
911,6.143892152235365
5115,5.882065734183335
5772,6.132030010239411
5873,5.797614991413625
523,5.125640047145487
5006,6.165246779773663
5235,6.066300276036821
5796,6.627205732777325
2192,5.005629621807018
5914,5.577223168350629
472,5.820075471100534
1888,5.310452982904901
4889,6.653438866453613
6296,5.41763978644438
1051,6.165246779773663
3222,4.951508716136399
4294,5.556751110672752
786,5.204541893559765
1531,5.814513712405948
559,5.001830688084315
4917,5.402486537511299
2543,5.051041267580369
5561,5.373459608718945
632,5.280728233326506
6434,5.668447048156917
2856,5.114336041341966
822,5.242759495974161
3564,5.377918146878727
2120,5.693522236219709
2045,6.559629916929959
4048,4.927887015516881
3972,6.318982551906075
1863,4.670952147036252
137,5.345726959090737
2433,5.88750582652919
4300,5.457276123665743
4291,5.572943022691479
3902,5.364859677709729
3025,4.927887015516881
1053,5.3255435647747165
5723,5.946107894185874
1880,5.280081094863589
4253,5.979549846220488
3737,5.780443051938649
1329,5.847215700780603
2725,5.211067498773651
3883,5.409282553333307
241,6.085364817051456
4527,5.409993594189188
3271,5.770589347649297
3464,5.556276404668305
5957,5.628470897477609
4970,5.18625485976577
6463,5.212567495192287
2421,6.269843007020376
950,7.082405266559246
5770,5.281808488702618
5802,4.901006465744967
4738,6.069610635279228
2364,5.855803551963375
5874,5.027200434088359
2144,5.563376002618398
1207,5.855336673038858
4088,5.897742727119997
3188,6.095695742916522
3421,4.990246265840026
2097,5.390238723576851
4652,5.358197373465672
620,6.382564541185709
3848,5.578156409009728
2646,5.933559141842364
4514,5.198193596363953
2884,6.158827893718373
732,5.198193596363953
4393,6.046984188580638
5908,5.8333447286994575
2765,6.214769265538834
5745,5.549864151651449
5535,5.83674232766073
132,4.952528136418435
5418,5.101013616696471
4058,4.968098758164013
6260,5.973619926855966
118,6.809507800536774
2696,6.334673048904475
650,5.5424320645444585
3352,6.058934642583455
1282,5.126980083762843
111,5.686795177384028
108,5.769917670376168
2853,6.5070142387269545
4052,6.12580329229527
4248,5.036495758387727
5662,5.114336041341966
5331,6.892182694337059
3038,5.228389672115868
4946,6.562144170642852
4103,4.9644001277412775
6201,6.619084980976897
3382,6.9686251582765815
6049,6.179976499810556
4867,6.727040414991545
155,6.473390621651096
1715,5.434014474072095
432,5.192974049321085
5263,6.676830514251591
5617,5.416803126032422
6362,6.2464117432480535
3349,5.090470560566232
1954,6.132080623162848
1775,5.343984500264626
3525,5.687523953979849
4731,5.519690782440941
2761,6.639290659714842
4278,5.809390495959194
5060,7.025076637471001
477,6.615210034569576
2923,6.011987126163605
4193,4.710047981986596
4174,5.466079728701266
729,6.496062962436735
5340,5.070707051105113
3405,6.501446708078986
5321,6.98009742904536
3821,5.037777146449873
2982,6.024630896552336
51,5.698059136896559
717,5.376966739949807
1141,5.84598762769067
5437,5.02405397554698
1613,4.974498754813349
2126,5.5682690850331085
4095,5.1070467929824925
81,6.653438866453613
3692,5.818669310108974
2057,5.463343646825688
415,5.202697304640136
5032,5.725906241748399
1040,6.210387706886575
6024,5.002405508963984
6479,6.194141886906866
6102,5.755652636817056
969,5.438481424907295
4236,6.279397481993868
1135,5.0484032325325305
982,5.968729115436969
1334,6.19857566731661
6458,6.132030010239411
4885,6.0190183269603486
4828,6.068684784421249
2823,5.00640270462962
4068,5.896825757123549
6203,6.5135629800289685
5188,5.966511009417701
1496,6.049154805902672
484,5.331561140269914
1404,4.892057537777776
874,6.006855489538671
4853,5.996058346357753
5212,5.310896557621067
782,5.246532089538023
5347,6.667137146429756
5334,4.898329402699246
5716,6.481618955853515
2755,5.058118613990296
4984,6.102174808192543
4220,6.950820937232554
4246,5.649473160260009
66,7.228744952134872
828,4.638707095047245
1679,5.016316464364608
3538,4.901006465744967
1877,5.077949333317174
6147,5.254233653009445
2947,6.05737808540233
5122,5.647523663910371
3658,6.973883437827546
2301,6.478269142877304
1192,5.769917670376168
3640,6.167197135094952
1692,5.979827680074171
2900,5.982727199639478
5564,5.762562353507164
5352,5.078607373105533
3017,5.8706566006648
5165,4.989878864144086
4649,6.317067903384509
2820,4.79723871460416
5917,5.626302518599548
3140,4.858602600126481
2383,5.289332947664869
6010,5.218674510151719
743,5.081493684309792
1921,5.0744916234773445
1606,6.569189357899416
5569,4.878137926883403
263,5.289621953505642
4963,5.231054528674792
4374,4.887353465790028
6165,5.273336127859287
3799,6.229714655597506
6345,5.365747506605531
2320,6.380430525849582
4530,6.33206008402084
6066,6.277624832461448
867,5.046517261497957
1647,5.670291902652706
226,6.420908086822867
5098,5.211088512533352
6489,5.119619615583506
22,6.382814080766964
2430,6.481667877229596
3152,5.224524916579381
41,5.802949702788199
3717,6.058934642583455
865,5.442324233344713
4440,6.087970968164522
2779,5.039105338125398
749,5.093281539326147
585,5.59000843000325
1662,5.222703188899012
4838,5.91534479445636
4804,7.082405266559246
683,5.731608165077522
452,5.847327760344599
2784,5.085554607539958
6002,5.480230159889896
1423,6.417244832901966
644,5.467625673580003
2591,5.560645007964699
1814,5.204925140566276
280,5.352270945900383
435,6.655299833378464
5996,5.2255827200707685
2913,6.082402989388221
3418,6.046335004099589
1757,5.903936442170357
2882,6.132734144932738
6497,5.213230176620415
5285,5.582473501861774
1038,5.493356430524803
1356,5.729711699219149
3638,6.625681702252858
640,5.487506400256406
2527,6.882336018099751
766,5.127566725281123
30,5.87724000679284
5498,6.735826966949304
95,5.237319958637791
1143,6.442245531195998
2095,5.438443737712195
5629,6.386842090856708
5846,5.024803629323407
5262,6.248653102584334
5495,6.456188235284374
4408,5.336782467547303
2007,6.578762672441248
2948,6.683051232192265
2864,6.326039343198146
2668,5.016142458321596
1366,6.029474516897976
5465,5.629946410404024
4646,6.5295395435251935
734,5.626728385885142
5090,5.731608165077522
1579,6.667137146429756
5688,6.012225072380818
